company,product_name,review_text,rating,date,sentiment
Motorola,G32,Gaming chesthe heat ekkuva avutundi.,2,2021-05-09,Negative
Xiaomi,Redmi Note 12,"Camera quality bagundi, especially night mode.",4,2022-02-08,Positive
OnePlus,9 Pro,"Sound system fine, not too loud.",3,2023-11-26,Neutral
Realme,Realme 6,Amazing speed and smooth gaming.,5,2022-02-02,Positive
Apple,iPhone 13,Charging time ekkuva padutundi.,1,2020-02-11,Negative
Samsung,S23,"Camera super ga undi, performance bagundi.",5,2024-08-27,Positive
OnePlus,7T,"Battery baaledu, fast drain avutundi.",1,2020-04-09,Negative
OnePlus,8T,Performance slow ga undi.,1,2020-06-23,Negative
Poco,F5,"Camera quality bagundi, especially night mode.",5,2023-09-30,Positive
Poco,X4,Gaming chesthe heat ekkuva avutundi.,1,2023-05-30,Negative
Xiaomi,Mi 12,Cost ekkuva but features super.,4,2023-01-20,Positive
Nokia,C21,"Camera quality bagundi, especially night mode.",4,2020-08-10,Positive
Oppo,A52,"Camera parvaledu, not bad.",3,2020-04-05,Neutral
Realme,Realme 11,Display quality next level 🔥,5,2022-03-31,Positive
Xiaomi,Mi 12,"Super fast charging, baaga impress ayyanu.",5,2021-11-05,Positive
Xiaomi,Redmi Note 12,"Price thakkuva undali, too costly.",1,2023-07-14,Negative
Xiaomi,Redmi Note 11,"Ok ok mobile, nothing special.",3,2024-07-18,Neutral
Oppo,A54,"Camera parvaledu, not bad.",3,2020-01-16,Neutral
Oppo,A52,Cost ekkuva but features super.,5,2024-06-21,Positive
Vivo,V25,Design outdated ga anipistundi.,2,2023-06-25,Negative
Nokia,C21,Display quality next level 🔥,5,2022-10-31,Positive
Samsung,S23,"Ok for regular tasks, gaming ki not suitable.",3,2021-10-22,Neutral
OnePlus,9 Pro,Display quality next level 🔥,4,2021-03-06,Positive
Motorola,G32,"Performance top notch, lag e ledhu.",4,2020-01-28,Positive
Samsung,S20,"Battery life excellent, 2 rojulu easy ga vastundi.",5,2023-08-26,Positive
Xiaomi,Redmi Note 9,Cost ekkuva but features super.,4,2024-02-18,Positive
Motorola,G10,"Ok ok mobile, nothing special.",3,2022-03-11,Neutral
Apple,iPhone 15,"Heating issue vachesindi, not good.",1,2024-06-03,Negative
Motorola,G22,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2024-02-15,Positive
OnePlus,11,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2024-01-03,Positive
Nokia,8.3,"Battery baaledu, fast drain avutundi.",1,2021-03-29,Negative
Nokia,5.4,"Camera parvaledu, not bad.",3,2020-04-02,Neutral
OnePlus,9 Pro,Gaming chesthe heat ekkuva avutundi.,2,2023-08-10,Negative
Apple,iPhone 12,Design outdated ga anipistundi.,2,2023-11-03,Negative
OnePlus,7T,Gaming chesthe heat ekkuva avutundi.,2,2021-07-29,Negative
OnePlus,9 Pro,Cost ekkuva but features super.,4,2021-06-07,Positive
Samsung,S22,"Design chala attractive ga undi, worth buying.",5,2021-07-01,Positive
Apple,iPhone 11,Updates slow ga vastunnayi.,2,2023-09-12,Negative
Poco,F5,"Performance top notch, lag e ledhu.",5,2022-12-22,Positive
OnePlus,11,"Camera quality bagundi, especially night mode.",5,2024-02-02,Positive
Oppo,A54,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2023-05-22,Positive
Realme,Realme 6,"Camera quality bagundi, especially night mode.",4,2021-10-13,Positive
Poco,X3,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2020-07-15,Positive
Nokia,C21,"Price thakkuva undali, too costly.",1,2023-07-22,Negative
Oppo,Reno 6,Display quality next level 🔥,4,2020-03-04,Positive
Xiaomi,Redmi Note 9,"Price thakkuva undali, too costly.",2,2021-02-28,Negative
Nokia,6.1,"Heating issue vachesindi, not good.",2,2021-03-10,Negative
OnePlus,7T,"Price thakkuva undali, too costly.",1,2022-06-23,Negative
Poco,F5,"Battery life average, one day matrame.",3,2021-06-24,Neutral
Poco,F5,"Battery baaledu, fast drain avutundi.",1,2022-02-03,Negative
OnePlus,8T,"Ok for regular tasks, gaming ki not suitable.",3,2020-05-09,Neutral
Poco,X3,"Average performance, normal usage ki saripothundi.",3,2021-04-18,Neutral
Nokia,C21,"Design chala attractive ga undi, worth buying.",5,2023-12-28,Positive
Realme,Realme 11,"Ok for regular tasks, gaming ki not suitable.",3,2024-06-13,Neutral
Xiaomi,Mi 12,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2020-03-18,Positive
Oppo,A54,"Average performance, normal usage ki saripothundi.",3,2022-06-23,Neutral
Realme,Realme 7,Gaming chesthe heat ekkuva avutundi.,1,2021-04-30,Negative
Nokia,7.2,Amazing speed and smooth gaming.,5,2020-05-17,Positive
Oppo,A52,"Display ok, colors normal ga unnayi.",3,2023-03-12,Neutral
Apple,iPhone 14,Charging time ekkuva padutundi.,2,2020-04-01,Negative
Xiaomi,Redmi Note 12,"Ok for regular tasks, gaming ki not suitable.",3,2020-11-25,Neutral
OnePlus,9 Pro,"Performance top notch, lag e ledhu.",4,2023-08-07,Positive
Motorola,G8,"Screen quality average, not impressed.",2,2021-03-25,Negative
Apple,iPhone 11,"Design chala attractive ga undi, worth buying.",4,2023-10-27,Positive
Apple,iPhone 13,"Sound system fine, not too loud.",3,2021-07-06,Neutral
Vivo,V17,"Camera parvaledu, not bad.",3,2021-09-13,Neutral
OnePlus,10 Pro,"Design chala attractive ga undi, worth buying.",4,2023-04-23,Positive
Nokia,6.1,"Ok ok mobile, nothing special.",3,2022-08-24,Neutral
Oppo,Reno 8,"Screen quality average, not impressed.",1,2021-08-27,Negative
Nokia,C21,"Battery baaledu, fast drain avutundi.",1,2022-02-06,Negative
Poco,X4,"Battery baaledu, fast drain avutundi.",1,2020-08-05,Negative
Poco,X4,Cost ekkuva but features super.,4,2020-10-24,Positive
Motorola,G10,"Ok for regular tasks, gaming ki not suitable.",3,2022-11-24,Neutral
Xiaomi,Redmi Note 11,"Ok ok mobile, nothing special.",3,2020-06-24,Neutral
Motorola,G8,"Camera super ga undi, performance bagundi.",5,2021-09-19,Positive
Nokia,8.3,"Heating issue vachesindi, not good.",2,2020-02-23,Negative
Poco,F5,Cost ekkuva but features super.,5,2022-02-27,Positive
Samsung,S20,"Price thakkuva undali, too costly.",1,2022-01-22,Negative
Oppo,A54,Charging time ekkuva padutundi.,1,2023-04-23,Negative
Nokia,5.4,"Super fast charging, baaga impress ayyanu.",4,2022-03-07,Positive
Vivo,V17,"Battery life average, one day matrame.",3,2021-03-29,Neutral
Xiaomi,Redmi Note 11,"Camera super ga undi, performance bagundi.",4,2020-08-15,Positive
Poco,X3,"Screen quality average, not impressed.",2,2021-06-24,Negative
OnePlus,11,Display quality next level 🔥,5,2020-12-17,Positive
Realme,Realme 8,"Price kuda parvaledu, value for money.",3,2022-05-26,Neutral
Nokia,C21,Amazing speed and smooth gaming.,4,2021-04-24,Positive
Motorola,G32,"Design chala attractive ga undi, worth buying.",4,2021-05-31,Positive
Oppo,A74,Camera quality ok but not great.,2,2023-02-07,Negative
OnePlus,11,Cost ekkuva but features super.,4,2023-02-02,Positive
Vivo,V23,"Price kuda parvaledu, value for money.",3,2020-06-29,Neutral
Poco,X4,Camera quality ok but not great.,1,2024-02-17,Negative
Poco,X3,"Super fast charging, baaga impress ayyanu.",4,2022-09-26,Positive
Apple,iPhone 11,Amazing speed and smooth gaming.,4,2023-09-12,Positive
Vivo,V19,"Screen quality average, not impressed.",1,2021-12-17,Negative
Oppo,Reno 6,"Screen quality average, not impressed.",2,2021-11-15,Negative
Motorola,G8,Charging time ekkuva padutundi.,1,2020-05-19,Negative
Oppo,Reno 6,Updates slow ga vastunnayi.,1,2020-11-10,Negative
Poco,F3,Cost ekkuva but features super.,5,2020-01-30,Positive
Realme,Realme 10,Performance slow ga undi.,1,2021-03-09,Negative
Vivo,V17,Charging time ekkuva padutundi.,2,2023-04-05,Negative
Poco,F4,"Battery life average, one day matrame.",3,2022-05-15,Neutral
Motorola,G10,Display quality next level 🔥,5,2024-06-07,Positive
Nokia,7.2,Cost ekkuva but features super.,5,2021-12-17,Positive
OnePlus,9 Pro,Gaming chesthe heat ekkuva avutundi.,2,2020-06-30,Negative
Poco,F3,"Camera super ga undi, performance bagundi.",4,2020-05-16,Positive
Vivo,V19,Display quality next level 🔥,5,2020-09-07,Positive
Apple,iPhone 15,Cost ekkuva but features super.,5,2022-12-18,Positive
Samsung,S22,Amazing speed and smooth gaming.,4,2023-04-29,Positive
OnePlus,9 Pro,"Battery baaledu, fast drain avutundi.",1,2020-05-30,Negative
Xiaomi,Mi 12,Cost ekkuva but features super.,4,2020-04-20,Positive
Apple,iPhone 13,"Camera quality bagundi, especially night mode.",5,2024-02-03,Positive
Xiaomi,Redmi Note 9,Gaming chesthe heat ekkuva avutundi.,1,2021-09-25,Negative
Nokia,C21,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2021-11-08,Positive
Motorola,G10,"Camera super ga undi, performance bagundi.",4,2020-06-16,Positive
Nokia,8.3,"Screen quality average, not impressed.",2,2023-09-05,Negative
Apple,iPhone 14,"Ok for regular tasks, gaming ki not suitable.",3,2023-06-14,Neutral
Samsung,S23,Amazing speed and smooth gaming.,5,2022-12-21,Positive
Motorola,G9,"Design chala attractive ga undi, worth buying.",5,2020-02-27,Positive
Oppo,Reno 6,"Display ok, colors normal ga unnayi.",3,2022-04-27,Neutral
Vivo,V17,Design outdated ga anipistundi.,1,2022-03-12,Negative
Vivo,V17,"Display ok, colors normal ga unnayi.",3,2021-02-24,Neutral
Realme,Realme 7,Cost ekkuva but features super.,4,2021-04-19,Positive
Motorola,G32,"Super fast charging, baaga impress ayyanu.",5,2023-06-27,Positive
Motorola,G22,"Performance top notch, lag e ledhu.",4,2021-03-23,Positive
Oppo,A52,Amazing speed and smooth gaming.,5,2021-11-01,Positive
Oppo,A74,"Screen quality average, not impressed.",1,2024-08-28,Negative
Vivo,V19,Cost ekkuva but features super.,4,2020-08-04,Positive
Vivo,V15,Cost ekkuva but features super.,4,2024-01-07,Positive
Oppo,Reno 6,Performance parvaledu.,3,2023-06-19,Neutral
Xiaomi,Redmi Note 12,"Camera parvaledu, not bad.",3,2024-01-17,Neutral
Vivo,V23,"Price kuda parvaledu, value for money.",3,2022-12-28,Neutral
OnePlus,10 Pro,"Design chala attractive ga undi, worth buying.",4,2022-06-28,Positive
Nokia,8.3,Cost ekkuva but features super.,5,2024-03-31,Positive
Apple,iPhone 11,"Price thakkuva undali, too costly.",2,2024-05-24,Negative
Realme,Realme 10,"Price thakkuva undali, too costly.",1,2021-06-10,Negative
Xiaomi,Redmi Note 12,"Price thakkuva undali, too costly.",1,2021-08-26,Negative
Vivo,V19,"Performance top notch, lag e ledhu.",4,2022-11-12,Positive
Xiaomi,Redmi Note 10,Performance parvaledu.,3,2023-07-07,Neutral
Nokia,6.1,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2020-01-06,Positive
Vivo,V15,Display quality next level 🔥,4,2020-11-03,Positive
Samsung,S20,"Screen quality average, not impressed.",2,2021-02-03,Negative
Motorola,G32,Display quality next level 🔥,5,2022-04-17,Positive
Oppo,Reno 6,"Performance top notch, lag e ledhu.",4,2022-06-27,Positive
Oppo,A52,Design outdated ga anipistundi.,1,2023-12-30,Negative
Poco,X3,Display quality next level 🔥,4,2020-08-13,Positive
Oppo,A74,"Price thakkuva undali, too costly.",2,2024-01-08,Negative
Apple,iPhone 15,Camera quality ok but not great.,1,2022-08-26,Negative
OnePlus,7T,"Super fast charging, baaga impress ayyanu.",5,2022-03-10,Positive
Poco,F3,"Price kuda parvaledu, value for money.",3,2020-10-04,Neutral
Vivo,V25,"Sound system fine, not too loud.",3,2022-12-13,Neutral
Apple,iPhone 15,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2021-12-07,Positive
Nokia,8.3,Charging time ekkuva padutundi.,1,2021-11-04,Negative
Poco,X4,"Battery baaledu, fast drain avutundi.",1,2024-01-26,Negative
Oppo,A52,"Battery baaledu, fast drain avutundi.",2,2021-06-24,Negative
Realme,Realme 8,Camera quality ok but not great.,1,2021-04-19,Negative
Samsung,S21,"Super fast charging, baaga impress ayyanu.",4,2022-04-05,Positive
Motorola,G8,"Screen quality average, not impressed.",1,2020-01-05,Negative
Realme,Realme 6,"Ok for regular tasks, gaming ki not suitable.",3,2023-05-26,Neutral
Nokia,C21,"Design chala attractive ga undi, worth buying.",5,2022-08-22,Positive
OnePlus,9 Pro,"Heating issue vachesindi, not good.",2,2022-02-09,Negative
Samsung,S21,Performance parvaledu.,3,2022-05-09,Neutral
Xiaomi,Redmi Note 10,Updates slow ga vastunnayi.,2,2022-07-22,Negative
Oppo,Reno 8,"Design chala attractive ga undi, worth buying.",4,2021-03-24,Positive
Samsung,S24,Amazing speed and smooth gaming.,5,2024-03-24,Positive
Apple,iPhone 12,"Super fast charging, baaga impress ayyanu.",4,2020-01-01,Positive
Nokia,5.4,"Performance top notch, lag e ledhu.",4,2022-04-22,Positive
Realme,Realme 11,"Ok ok mobile, nothing special.",3,2024-07-13,Neutral
Motorola,G10,"Camera super ga undi, performance bagundi.",4,2024-03-16,Positive
Samsung,S22,Cost ekkuva but features super.,5,2020-07-29,Positive
Samsung,S21,"Ok ok mobile, nothing special.",3,2020-06-16,Neutral
Poco,F3,Updates slow ga vastunnayi.,1,2021-06-17,Negative
Apple,iPhone 14,"Sound system fine, not too loud.",3,2023-07-28,Neutral
Nokia,5.4,"Heating issue vachesindi, not good.",1,2020-10-12,Negative
Oppo,A52,"Average performance, normal usage ki saripothundi.",3,2020-11-21,Neutral
Apple,iPhone 13,"Camera quality bagundi, especially night mode.",5,2023-10-27,Positive
Nokia,5.4,"Super fast charging, baaga impress ayyanu.",5,2020-06-12,Positive
Vivo,V17,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2021-11-02,Positive
Xiaomi,Redmi Note 9,Cost ekkuva but features super.,5,2021-06-18,Positive
Oppo,Reno 6,"Camera super ga undi, performance bagundi.",4,2020-12-04,Positive
Xiaomi,Redmi Note 9,"Sound system fine, not too loud.",3,2021-01-19,Neutral
Vivo,V15,Performance slow ga undi.,1,2020-09-08,Negative
Motorola,G22,"Ok ok mobile, nothing special.",3,2020-06-07,Neutral
Realme,Realme 6,"Design chala attractive ga undi, worth buying.",5,2020-09-21,Positive
Samsung,S24,"Camera quality bagundi, especially night mode.",4,2020-08-03,Positive
Samsung,S20,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2021-01-21,Positive
Xiaomi,Redmi Note 12,"Performance top notch, lag e ledhu.",5,2020-04-22,Positive
Vivo,V15,"Performance top notch, lag e ledhu.",4,2023-07-25,Positive
Realme,Realme 11,"Super fast charging, baaga impress ayyanu.",5,2020-01-28,Positive
Vivo,V17,"Ok ok mobile, nothing special.",3,2023-05-21,Neutral
Realme,Realme 8,Amazing speed and smooth gaming.,4,2022-03-15,Positive
Apple,iPhone 15,Performance parvaledu.,3,2020-07-12,Neutral
Motorola,G9,"Performance top notch, lag e ledhu.",4,2023-02-13,Positive
OnePlus,8T,"Super fast charging, baaga impress ayyanu.",4,2024-07-05,Positive
Motorola,G8,"Ok ok mobile, nothing special.",3,2022-05-06,Neutral
Poco,F3,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2021-04-29,Positive
Motorola,G8,"Screen quality average, not impressed.",1,2023-12-05,Negative
Samsung,S24,"Ok for regular tasks, gaming ki not suitable.",3,2021-03-14,Neutral
Xiaomi,Redmi Note 11,"Screen quality average, not impressed.",2,2021-02-21,Negative
Xiaomi,Mi 12,Gaming chesthe heat ekkuva avutundi.,2,2020-12-04,Negative
Samsung,S20,"Super fast charging, baaga impress ayyanu.",5,2022-03-08,Positive
Apple,iPhone 14,Cost ekkuva but features super.,5,2020-07-31,Positive
OnePlus,8T,Display quality next level 🔥,4,2020-05-27,Positive
Samsung,S20,"Price thakkuva undali, too costly.",2,2022-01-13,Negative
Nokia,7.2,"Performance top notch, lag e ledhu.",5,2022-12-24,Positive
Realme,Realme 8,"Average performance, normal usage ki saripothundi.",3,2024-08-17,Neutral
Samsung,S21,"Camera quality bagundi, especially night mode.",5,2021-09-11,Positive
Poco,F4,Design outdated ga anipistundi.,1,2021-05-09,Negative
OnePlus,9 Pro,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2021-05-07,Positive
Nokia,5.4,"Performance top notch, lag e ledhu.",4,2023-07-17,Positive
Realme,Realme 10,"Battery baaledu, fast drain avutundi.",1,2023-01-30,Negative
Realme,Realme 8,"Camera super ga undi, performance bagundi.",4,2022-01-15,Positive
OnePlus,8T,"Super fast charging, baaga impress ayyanu.",4,2021-10-21,Positive
OnePlus,7T,"Price thakkuva undali, too costly.",2,2022-11-07,Negative
Xiaomi,Redmi Note 10,"Super fast charging, baaga impress ayyanu.",4,2022-05-16,Positive
Apple,iPhone 15,"Camera super ga undi, performance bagundi.",5,2020-03-15,Positive
Motorola,G9,"Camera super ga undi, performance bagundi.",4,2021-03-07,Positive
Xiaomi,Redmi Note 9,"Camera parvaledu, not bad.",3,2021-12-20,Neutral
Apple,iPhone 11,"Camera quality bagundi, especially night mode.",5,2022-09-22,Positive
Motorola,G10,"Camera parvaledu, not bad.",3,2022-09-14,Neutral
Vivo,V23,Camera quality ok but not great.,2,2021-01-22,Negative
Vivo,V25,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2024-08-09,Positive
Apple,iPhone 12,"Super fast charging, baaga impress ayyanu.",4,2021-01-10,Positive
Motorola,G9,"Camera super ga undi, performance bagundi.",4,2020-11-18,Positive
Nokia,8.3,Design outdated ga anipistundi.,1,2021-01-08,Negative
Oppo,Reno 8,"Screen quality average, not impressed.",2,2023-08-23,Negative
Oppo,Reno 8,Design outdated ga anipistundi.,2,2022-09-09,Negative
Oppo,Reno 8,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2021-10-04,Positive
Vivo,V15,Design outdated ga anipistundi.,1,2023-04-02,Negative
Motorola,G9,Charging time ekkuva padutundi.,1,2020-07-29,Negative
Motorola,G8,Amazing speed and smooth gaming.,5,2024-06-17,Positive
Samsung,S21,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2024-08-16,Positive
Vivo,V25,"Screen quality average, not impressed.",2,2020-12-15,Negative
Motorola,G32,Display quality next level 🔥,5,2020-11-15,Positive
Apple,iPhone 13,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2021-07-10,Positive
Poco,X4,"Price kuda parvaledu, value for money.",3,2022-12-05,Neutral
Vivo,V19,"Price thakkuva undali, too costly.",2,2021-10-13,Negative
Oppo,A74,"Battery life excellent, 2 rojulu easy ga vastundi.",5,2022-04-26,Positive
Realme,Realme 10,Cost ekkuva but features super.,5,2020-03-09,Positive
Xiaomi,Redmi Note 12,Updates slow ga vastunnayi.,1,2024-04-17,Negative
Motorola,G10,Charging time ekkuva padutundi.,2,2020-07-17,Negative
Realme,Realme 6,"Average performance, normal usage ki saripothundi.",3,2021-08-31,Neutral
Oppo,A52,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2022-11-28,Positive
Vivo,V17,Cost ekkuva but features super.,4,2020-04-20,Positive
OnePlus,8T,"Ok for regular tasks, gaming ki not suitable.",3,2020-08-05,Neutral
Realme,Realme 6,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2023-12-12,Positive
Nokia,5.4,Design simple ga undi.,3,2023-01-28,Neutral
Vivo,V17,"Ok for regular tasks, gaming ki not suitable.",3,2023-04-17,Neutral
Realme,Realme 7,Cost ekkuva but features super.,5,2020-08-03,Positive
Vivo,V15,"Design chala attractive ga undi, worth buying.",4,2020-08-22,Positive
Xiaomi,Redmi Note 9,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2021-03-09,Positive
Nokia,6.1,Cost ekkuva but features super.,4,2023-07-06,Positive
Xiaomi,Redmi Note 12,Amazing speed and smooth gaming.,5,2024-07-14,Positive
Nokia,6.1,Charging time ekkuva padutundi.,1,2024-01-03,Negative
Apple,iPhone 11,"Camera super ga undi, performance bagundi.",4,2021-02-19,Positive
Realme,Realme 8,"Sound system fine, not too loud.",3,2021-03-14,Neutral
Motorola,G32,"Design chala attractive ga undi, worth buying.",4,2023-06-26,Positive
Oppo,Reno 8,"Design chala attractive ga undi, worth buying.",4,2020-03-28,Positive
Realme,Realme 7,"Battery baaledu, fast drain avutundi.",2,2021-05-09,Negative
Xiaomi,Redmi Note 12,Amazing speed and smooth gaming.,4,2023-04-11,Positive
Oppo,A54,"Heating issue vachesindi, not good.",2,2021-02-27,Negative
Oppo,A74,Cost ekkuva but features super.,4,2020-12-26,Positive
Oppo,A74,Camera quality ok but not great.,1,2021-01-27,Negative
Motorola,G9,"Battery baaga hold chestundi, heavy usage lo kuda.",5,2021-04-13,Positive
Samsung,S22,Charging time ekkuva padutundi.,2,2023-05-08,Negative
OnePlus,10 Pro,"Camera quality bagundi, especially night mode.",4,2023-07-05,Positive
Samsung,S22,Cost ekkuva but features super.,4,2023-05-28,Positive
Apple,iPhone 15,"Performance top notch, lag e ledhu.",5,2022-09-24,Positive
Nokia,5.4,"Camera quality bagundi, especially night mode.",5,2021-09-24,Positive
Oppo,A52,"Super fast charging, baaga impress ayyanu.",5,2024-01-22,Positive
Poco,F4,"Price kuda parvaledu, value for money.",3,2023-03-29,Neutral
Vivo,V17,"Camera super ga undi, performance bagundi.",4,2023-04-20,Positive
Nokia,6.1,"Battery life average, one day matrame.",3,2022-05-28,Neutral
Vivo,V15,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2023-04-04,Positive
Xiaomi,Redmi Note 12,"Screen quality average, not impressed.",2,2023-08-23,Negative
Xiaomi,Redmi Note 11,"Design chala attractive ga undi, worth buying.",5,2021-08-10,Positive
Oppo,Reno 8,"Display ok, colors normal ga unnayi.",3,2021-08-31,Neutral
Poco,X3,"Design chala attractive ga undi, worth buying.",5,2023-06-07,Positive
Apple,iPhone 14,Display quality next level 🔥,5,2023-01-21,Positive
Oppo,Reno 8,Amazing speed and smooth gaming.,4,2022-07-17,Positive
Motorola,G22,Performance slow ga undi.,1,2022-11-28,Negative
OnePlus,11,"Performance top notch, lag e ledhu.",5,2020-05-27,Positive
Xiaomi,Redmi Note 10,"Price kuda parvaledu, value for money.",3,2022-07-23,Neutral
Vivo,V25,"Performance top notch, lag e ledhu.",5,2023-07-18,Positive
Realme,Realme 10,Display quality next level 🔥,4,2024-01-07,Positive
Apple,iPhone 11,Display quality next level 🔥,5,2021-05-12,Positive
Motorola,G9,"Camera super ga undi, performance bagundi.",4,2020-01-03,Positive
Apple,iPhone 11,"Super fast charging, baaga impress ayyanu.",4,2024-03-14,Positive
Samsung,S24,"Performance top notch, lag e ledhu.",4,2024-01-05,Positive
Realme,Realme 11,"Camera quality bagundi, especially night mode.",5,2020-06-29,Positive
Vivo,V19,Design outdated ga anipistundi.,2,2024-02-09,Negative
Motorola,G32,"Camera quality bagundi, especially night mode.",4,2024-06-06,Positive
Nokia,6.1,Charging time ekkuva padutundi.,2,2022-01-05,Negative
Xiaomi,Mi 12,"Ok ok mobile, nothing special.",3,2022-12-09,Neutral
Xiaomi,Redmi Note 9,"Display ok, colors normal ga unnayi.",3,2023-01-11,Neutral
Nokia,8.3,Performance slow ga undi.,2,2020-07-02,Negative
Oppo,A74,Performance slow ga undi.,1,2020-04-14,Negative
Apple,iPhone 12,"Performance top notch, lag e ledhu.",5,2024-03-29,Positive
Samsung,S22,Performance slow ga undi.,1,2022-03-17,Negative
Realme,Realme 8,"Ok ok mobile, nothing special.",3,2021-01-03,Neutral
Apple,iPhone 12,Display quality next level 🔥,4,2024-02-10,Positive
OnePlus,7T,Display quality next level 🔥,4,2021-04-20,Positive
Vivo,V15,Charging time ekkuva padutundi.,2,2022-10-29,Negative
Poco,F5,"Battery baaledu, fast drain avutundi.",1,2022-08-23,Negative
Apple,iPhone 13,"Performance top notch, lag e ledhu.",5,2022-04-13,Positive
Samsung,S22,"Camera quality bagundi, especially night mode.",4,2024-01-02,Positive
Poco,X3,"Design chala attractive ga undi, worth buying.",5,2023-05-29,Positive
Motorola,G8,"Ok for regular tasks, gaming ki not suitable.",3,2023-08-25,Neutral
Poco,F4,"Ok for regular tasks, gaming ki not suitable.",3,2021-01-16,Neutral
Samsung,S22,Charging time ekkuva padutundi.,1,2022-11-07,Negative
Poco,X4,Display quality next level 🔥,5,2022-04-11,Positive
Nokia,8.3,Design outdated ga anipistundi.,1,2020-07-11,Negative
Vivo,V17,Performance slow ga undi.,1,2020-08-27,Negative
Vivo,V23,"Super fast charging, baaga impress ayyanu.",4,2022-06-03,Positive
Nokia,C21,Cost ekkuva but features super.,5,2022-03-25,Positive
Xiaomi,Redmi Note 10,"Camera quality bagundi, especially night mode.",4,2021-09-14,Positive
Samsung,S20,"Performance top notch, lag e ledhu.",5,2024-02-19,Positive
Oppo,A52,"Battery life excellent, 2 rojulu easy ga vastundi.",5,2021-10-28,Positive
Realme,Realme 8,"Heating issue vachesindi, not good.",2,2022-04-30,Negative
Poco,X4,"Battery baaledu, fast drain avutundi.",1,2020-07-16,Negative
Xiaomi,Redmi Note 9,"Performance top notch, lag e ledhu.",5,2021-01-31,Positive
Motorola,G10,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2020-05-27,Positive
Apple,iPhone 14,Amazing speed and smooth gaming.,5,2024-06-01,Positive
Samsung,S20,"Price kuda parvaledu, value for money.",3,2023-08-01,Neutral
Samsung,S22,"Super fast charging, baaga impress ayyanu.",4,2020-12-04,Positive
Motorola,G9,"Camera super ga undi, performance bagundi.",4,2020-08-14,Positive
Oppo,Reno 8,Camera quality ok but not great.,1,2024-01-22,Negative
Samsung,S24,"Price kuda parvaledu, value for money.",3,2022-09-24,Neutral
Xiaomi,Redmi Note 10,"Average performance, normal usage ki saripothundi.",3,2023-02-12,Neutral
Samsung,S24,Display quality next level 🔥,4,2024-07-04,Positive
OnePlus,8T,Updates slow ga vastunnayi.,1,2023-01-17,Negative
Samsung,S21,"Design chala attractive ga undi, worth buying.",4,2023-03-03,Positive
Vivo,V23,"Camera super ga undi, performance bagundi.",5,2024-04-16,Positive
Samsung,S20,"Battery life average, one day matrame.",3,2021-12-07,Neutral
Oppo,Reno 6,Charging time ekkuva padutundi.,1,2022-01-28,Negative
Vivo,V25,"Camera quality bagundi, especially night mode.",4,2020-06-05,Positive
Apple,iPhone 13,"Camera quality bagundi, especially night mode.",5,2024-01-11,Positive
Oppo,A54,"Performance top notch, lag e ledhu.",4,2023-03-01,Positive
Realme,Realme 6,Display quality next level 🔥,5,2020-10-30,Positive
OnePlus,8T,"Sound system fine, not too loud.",3,2020-09-30,Neutral
OnePlus,7T,"Camera super ga undi, performance bagundi.",4,2020-11-14,Positive
Apple,iPhone 12,Charging time ekkuva padutundi.,1,2021-04-21,Negative
Motorola,G22,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2023-03-24,Positive
Samsung,S21,Charging time ekkuva padutundi.,1,2024-08-04,Negative
Poco,X4,"Performance top notch, lag e ledhu.",4,2020-05-17,Positive
Realme,Realme 11,"Battery baaledu, fast drain avutundi.",1,2020-10-25,Negative
Apple,iPhone 15,"Display ok, colors normal ga unnayi.",3,2023-08-25,Neutral
OnePlus,7T,"Battery baaledu, fast drain avutundi.",1,2024-08-19,Negative
Realme,Realme 8,Design simple ga undi.,3,2020-11-19,Neutral
Realme,Realme 7,"Battery life excellent, 2 rojulu easy ga vastundi.",5,2024-03-16,Positive
Samsung,S23,"Camera quality bagundi, especially night mode.",5,2023-09-02,Positive
Vivo,V17,"Heating issue vachesindi, not good.",1,2020-01-12,Negative
Vivo,V19,"Battery baaga hold chestundi, heavy usage lo kuda.",4,2022-12-21,Positive
